0.000000000000000000e+00 1.009992000000000001e+00 5.450163999999999564e-01 3.532587999999999839e-01 3.708685999999999927e-01 -2.583007999999999919e-03
2.000000000000000096e-04 1.010744000000000087e+00 4.159977999999999732e-01 5.707151000000000307e-01 3.737911999999999901e-01 -1.057128999999999968e-03
4.000000000000000192e-04 1.009462999999999999e+00 5.113851999999999842e-01 3.737633000000000205e-01 3.763202999999999965e-01 1.635742000000000034e-04
6.000000000000000559e-04 1.009811000000000014e+00 4.246667000000000081e-01 5.616655000000000397e-01 3.784286000000000039e-01 -2.888183999999999804e-03
8.000000000000000383e-04 1.008963999999999972e+00 4.882980000000000098e-01 3.914971999999999897e-01 3.802359000000000155e-01 1.994628999999999933e-03
1.000000000000000021e-03 1.009144000000000041e+00 4.302456000000000058e-01 5.537961000000000134e-01 3.817420000000000258e-01 6.877440999999999763e-03
1.200000000000000112e-03 1.008634000000000031e+00 4.729003999999999985e-01 4.067774000000000112e-01 3.830358999999999847e-01 2.910156000000000114e-03
1.399999999999999986e-03 1.008683999999999914e+00 4.339334000000000247e-01 5.469534999999999814e-01 3.841165999999999747e-01 -4.467772999999999753e-04
1.600000000000000077e-03 1.008350999999999997e+00 4.623574999999999768e-01 4.199740000000000140e-01 3.850381999999999971e-01 2.910156000000000114e-03
1.800000000000000168e-03 1.008340999999999932e+00 4.362416000000000071e-01 5.410236999999999963e-01 3.858056999999999737e-01 1.079101999999999969e-03
2.000000000000000042e-03 1.008137999999999979e+00 4.552160000000000095e-01 4.313584999999999781e-01 3.864582999999999768e-01 2.910156000000000114e-03
2.200000000000000133e-03 1.008089000000000013e+00 4.376977000000000229e-01 5.358853999999999562e-01 3.870010999999999868e-01 1.079101999999999969e-03
2.400000000000000223e-03 1.007943999999999951e+00 4.502438000000000273e-01 4.411928999999999990e-01 3.874562999999999757e-01 -6.550292999999999567e-03
2.600000000000000314e-03 1.007818000000000103e+00 4.382591000000000125e-01 5.314693999999999807e-01 3.878197999999999923e-01 -6.245116999999999682e-03
2.799999999999999972e-03 1.007716000000000056e+00 4.464993999999999907e-01 4.497092999999999785e-01 3.881105000000000249e-01 3.825684000000000203e-03
3.000000000000000062e-03 1.007633999999999919e+00 4.385929000000000078e-01 5.276380999999999988e-01 3.883422999999999736e-01 6.877440999999999763e-03
3.200000000000000153e-03 1.007595999999999936e+00 4.441429000000000071e-01 4.570320999999999967e-01 3.885313000000000239e-01 5.961913999999999582e-03
3.400000000000000244e-03 1.007508000000000070e+00 4.388171000000000155e-01 5.243164999999999631e-01 3.886806999999999901e-01 7.487793000000000400e-03
3.600000000000000335e-03 1.007489000000000079e+00 4.424643999999999799e-01 4.633557999999999844e-01 3.887982999999999856e-01 9.013672000000000351e-03
3.799999999999999992e-03 1.007282000000000011e+00 4.384359999999999924e-01 5.214929999999999843e-01 3.888722000000000012e-01 -3.432128999999999736e-02
4.000000000000000083e-03 1.007047000000000025e+00 4.398912999999999851e-01 4.689515000000000211e-01 3.888738999999999946e-01 -3.401611000000000218e-02
4.200000000000000608e-03 1.006742999999999943e+00 4.365703000000000222e-01 5.191923000000000510e-01 3.887947999999999960e-01 -3.462645999999999780e-02
4.400000000000000265e-03 1.006515000000000049e+00 4.371806999999999777e-01 4.738439999999999874e-01 3.886469000000000174e-01 -3.615233999999999809e-02
4.599999999999999922e-03 1.006212000000000106e+00 4.346361000000000252e-01 5.172328999999999954e-01 3.884398000000000017e-01 -3.737304999999999794e-02
4.800000000000000447e-03 1.005894000000000066e+00 4.343577000000000132e-01 4.781309999999999727e-01 3.881642000000000148e-01 -7.613037000000000276e-02
5.000000000000000104e-03 1.005387000000000031e+00 4.315103000000000133e-01 5.156868000000000007e-01 3.877942999999999807e-01 -7.765624999999999611e-02
5.200000000000000629e-03 1.004950000000000010e+00 4.303426000000000196e-01 4.819979999999999820e-01 3.873243000000000102e-01 -8.040282999999999458e-02
5.400000000000000286e-03 1.004443999999999892e+00 4.278417999999999943e-01 5.144482000000000221e-01 3.867636999999999881e-01 -7.735106999999999400e-02
5.599999999999999943e-03 1.004037999999999986e+00 4.265611999999999737e-01 4.853785999999999934e-01 3.861269999999999980e-01 -7.063721000000000583e-02
5.800000000000000468e-03 1.003624000000000072e+00 4.246425999999999812e-01 5.133845999999999687e-01 3.854367000000000210e-01 -6.087158000000000152e-02
6.000000000000000125e-03 1.003289000000000097e+00 4.235112999999999794e-01 4.882840999999999987e-01 3.847077999999999887e-01 -6.697509999999999575e-02
6.200000000000000649e-03 1.002874999999999961e+00 4.217585999999999835e-01 5.124845000000000095e-01 3.839446000000000248e-01 -7.063721000000000583e-02
6.400000000000000307e-03 1.002520999999999995e+00 4.204620000000000024e-01 4.908432999999999824e-01 3.831469000000000125e-01 -6.880614999999999648e-02
6.599999999999999964e-03 1.002161000000000080e+00 4.190018999999999827e-01 5.117372999999999506e-01 3.823269000000000251e-01 -6.056641000000000108e-02
6.800000000000000488e-03 1.001853000000000105e+00 4.178486000000000145e-01 4.930562000000000000e-01 3.814934999999999854e-01 -7.094237999999999933e-02
